siteID,class,date,quadrant,transect_unit,species_code,species_name,percent_cover,height_cm,notes
Site-015,Closed-Dry,2022-06-22,E,1,Kinore,Kindbergia oregana,75,,
Site-015,Closed-Dry,2022-06-22,E,2,Berner,Berberis nervosa,5,,
Site-015,Closed-Dry,2022-06-22,E,2,Gausha,Gaultheria shallon,12,7,
Site-015,Closed-Dry,2022-06-22,E,2,Kinore,Kindbergia oregana,70,,
Site-015,Closed-Dry,2022-06-22,E,3,Berner,Berberis nervosa,30,,
Site-015,Closed-Dry,2022-06-22,E,3,Gausha,Gaultheria shallon,15,70,
Site-015,Closed-Dry,2022-06-22,E,3,Kinore,Kindbergia oregana,90,,
Site-015,Closed-Dry,2022-06-22,E,3,Osmber,Osmorhiza berteroi,0.5,,
Site-015,Closed-Dry,2022-06-22,E,3,Pteaqu,Pteridium aquilinum,0.5,,
Site-015,Closed-Dry,2022-06-22,E,4,Berner,Berberis nervosa,3,,
Site-015,Closed-Dry,2022-06-22,E,4,Gausha,Gaultheria shallon,3,40,
Site-015,Closed-Dry,2022-06-22,E,4,Hylspl,Hylocomium splendens,5,,
Site-015,Closed-Dry,2022-06-22,E,4,Kinore,Kindbergia oregana,90,,
Site-015,Closed-Dry,2022-06-22,E,4,Pteaqu,Pteridium aquilinum,1,,
Site-015,Closed-Dry,2022-06-22,E,5,Berner,Berberis nervosa,7,,
Site-015,Closed-Dry,2022-06-22,E,5,Gausha,Gaultheria shallon,3,90,
Site-015,Closed-Dry,2022-06-22,E,5,Hypcir,Hypnum circinale,3,,
Site-015,Closed-Dry,2022-06-22,E,5,Kinore,Kindbergia oregana,70,,
Site-015,Closed-Dry,2022-06-22,E,5,Viosem,Viola sempervirens,0.5,,
Site-015,Closed-Dry,2022-06-22,N,1,Berner,Berberis nervosa,20,,
Site-015,Closed-Dry,2022-06-22,N,1,Fessub,Festuca subuliflora,0.5,,
Site-015,Closed-Dry,2022-06-22,N,1,Gausha,Gaultheria shallon,3,30,
Site-015,Closed-Dry,2022-06-22,N,1,Kinore,Kindbergia oregana,85,,
Site-015,Closed-Dry,2022-06-22,N,1,Pteaqu,Pteridium aquilinum,0.5,,
Site-015,Closed-Dry,2022-06-22,N,2,Berner,Berberis nervosa,30,,
Site-015,Closed-Dry,2022-06-22,N,2,Gausha,Gaultheria shallon,2,80,
Site-015,Closed-Dry,2022-06-22,N,2,Kinore,Kindbergia oregana,90,,
Site-015,Closed-Dry,2022-06-22,N,2,Pteaqu,Pteridium aquilinum,2,,
Site-015,Closed-Dry,2022-06-22,N,2,Rhytri,Rhytidiadelphus triquetrus,0.5,,
Site-015,Closed-Dry,2022-06-22,N,3,Berner,Berberis nervosa,25,,
Site-015,Closed-Dry,2022-06-22,N,3,Gausha,Gaultheria shallon,10,60,
Site-015,Closed-Dry,2022-06-22,N,3,Hylspl,Hylocomium splendens,0.5,,
Site-015,Closed-Dry,2022-06-22,N,3,Kinore,Kindbergia oregana,75,,
Site-015,Closed-Dry,2022-06-22,N,3,Lyslat,Lysimachia latifolia,0.5,,
Site-015,Closed-Dry,2022-06-22,N,3,Rhytri,Rhytidiadelphus triquetrus,40,,
Site-015,Closed-Dry,2022-06-22,N,4,Berner,Berberis nervosa,17,,
Site-015,Closed-Dry,2022-06-22,N,4,Gausha,Gaultheria shallon,10,65,
Site-015,Closed-Dry,2022-06-22,N,4,Hylspl,Hylocomium splendens,5,,
Site-015,Closed-Dry,2022-06-22,N,4,Kinore,Kindbergia oregana,75,,
Site-015,Closed-Dry,2022-06-22,N,4,Leuaca,Leucolepis acanthoneuron,2,,
Site-015,Closed-Dry,2022-06-22,N,5,Berner,Berberis nervosa,20,,
Site-015,Closed-Dry,2022-06-22,N,5,Gausha,Gaultheria shallon,25,60,
Site-015,Closed-Dry,2022-06-22,N,5,Hylspl,Hylocomium splendens,30,,
Site-015,Closed-Dry,2022-06-22,N,5,Kinore,Kindbergia oregana,30,,
Site-015,Closed-Dry,2022-06-22,N,5,Pteaqu,Pteridium aquilinum,3,,
Site-015,Closed-Dry,2022-06-22,N,5,Thupli,Thuja plicata,0.5,,
Site-015,Closed-Dry,2022-06-22,S,1,Berner,Berberis nervosa,7,,
Site-015,Closed-Dry,2022-06-22,S,1,Gausha,Gaultheria shallon,2,30,
Site-015,Closed-Dry,2022-06-22,S,1,Kinore,Kindbergia oregana,50,,
Site-015,Closed-Dry,2022-06-22,S,1,Pteaqu,Pteridium aquilinum,2,,
Site-015,Closed-Dry,2022-06-22,S,1,Scabol,Scapania bolanderi,0.5,,
Site-015,Closed-Dry,2022-06-22,S,2,Berner,Berberis nervosa,15,,
Site-015,Closed-Dry,2022-06-22,S,2,Gausha,Gaultheria shallon,0.5,20,
Site-015,Closed-Dry,2022-06-22,S,2,Kinore,Kindbergia oregana,50,,
Site-015,Closed-Dry,2022-06-22,S,2,Pteaqu,Pteridium aquilinum,1,,
Site-015,Closed-Dry,2022-06-22,S,3,Berner,Berberis nervosa,25,,
Site-015,Closed-Dry,2022-06-22,S,3,Gausha,Gaultheria shallon,3,,
Site-015,Closed-Dry,2022-06-22,S,3,Kinore,Kindbergia oregana,30,,
Site-015,Closed-Dry,2022-06-22,S,3,Pteaqu,Pteridium aquilinum,5,,
Site-015,Closed-Dry,2022-06-22,S,4,Berner,Berberis nervosa,3,,
Site-015,Closed-Dry,2022-06-22,S,4,Gausha,Gaultheria shallon,1,20,
Site-015,Closed-Dry,2022-06-22,S,4,Kinore,Kindbergia oregana,70,,
Site-015,Closed-Dry,2022-06-22,S,4,Pteaqu,Pteridium aquilinum,5,,
Site-015,Closed-Dry,2022-06-22,S,5,Berner,Berberis nervosa,2,,
Site-015,Closed-Dry,2022-06-22,S,5,Gausha,Gaultheria shallon,5,35,
Site-015,Closed-Dry,2022-06-22,S,5,Hypcir,Hypnum circinale,0.5,,
Site-015,Closed-Dry,2022-06-22,S,5,Kinore,Kindbergia oregana,75,,
Site-015,Closed-Dry,2022-06-22,S,5,Pteaqu,Pteridium aquilinum,5,,
Site-015,Closed-Dry,2022-06-22,S,5,Scabol,Scapania bolanderi,0.5,,
Site-015,Closed-Dry,2022-06-22,W,1,Gausha,Gaultheria shallon,1,35,
Site-015,Closed-Dry,2022-06-22,W,1,Hylspl,Hylocomium splendens,10,,
Site-015,Closed-Dry,2022-06-22,W,1,Kinore,Kindbergia oregana,90,,
Site-015,Closed-Dry,2022-06-22,W,1,Pteaqu,Pteridium aquilinum,3,,
Site-015,Closed-Dry,2022-06-22,W,2,Gausha,Gaultheria shallon,4,50,
Site-015,Closed-Dry,2022-06-22,W,2,Hylspl,Hylocomium splendens,5,,
Site-015,Closed-Dry,2022-06-22,W,2,Kinore,Kindbergia oregana,85,,
Site-015,Closed-Dry,2022-06-22,W,3,Gausha,Gaultheria shallon,2,,
Site-015,Closed-Dry,2022-06-22,W,3,Hylspl,Hylocomium splendens,40,,
Site-015,Closed-Dry,2022-06-22,W,3,Isosto,Isothecium stoloniferum,0.5,,
Site-015,Closed-Dry,2022-06-22,W,3,Kinore,Kindbergia oregana,45,,
Site-015,Closed-Dry,2022-06-22,W,3,Pteaqu,Pteridium aquilinum,3,,
Site-015,Closed-Dry,2022-06-22,W,4,Gausha,Gaultheria shallon,2,,
Site-015,Closed-Dry,2022-06-22,W,4,Hylspl,Hylocomium splendens,30,,
Site-015,Closed-Dry,2022-06-22,W,4,Kinore,Kindbergia oregana,60,,
Site-015,Closed-Dry,2022-06-22,W,4,Pteaqu,Pteridium aquilinum,4,,
Site-015,Closed-Dry,2022-06-22,W,5,Berner,Berberis nervosa,3,,
Site-015,Closed-Dry,2022-06-22,W,5,Gausha,Gaultheria shallon,2,70,
Site-015,Closed-Dry,2022-06-22,W,5,Hylspl,Hylocomium splendens,20,,
Site-015,Closed-Dry,2022-06-22,W,5,Hypcir,Hypnum circinale,0.5,,
Site-015,Closed-Dry,2022-06-22,W,5,Kinore,Kindbergia oregana,65,,
Site-015,Closed-Dry,2022-06-22,W,5,Pteaqu,Pteridium aquilinum,2,,
Site-015,Closed-Dry,2022-06-22,W,5,Rhigla,Rhizomnium glabrescens,0.5,,
Site-100,Closed-Wet,2022-06-22,E,1,Gausha,Gaultheria shallon,17,50,
Site-100,Closed-Wet,2022-06-22,E,1,Hypcir,Hypnum circinale,2,,
Site-100,Closed-Wet,2022-06-22,E,1,Kinore,Kindbergia oregana,2,,
Site-100,Closed-Wet,2022-06-22,E,1,Pteaqu,Pteridium aquilinum,1,,
Site-100,Closed-Wet,2022-06-22,E,2,Berner,Berberis nervosa,1,,
Site-100,Closed-Wet,2022-06-22,E,2,Gausha,Gaultheria shallon,27,110,
Site-100,Closed-Wet,2022-06-22,E,2,Kinore,Kindbergia oregana,0.5,,
Site-100,Closed-Wet,2022-06-22,E,2,Pteaqu,Pteridium aquilinum,2,,
Site-100,Closed-Wet,2022-06-22,E,3,Berner,Berberis nervosa,0.5,,
Site-100,Closed-Wet,2022-06-22,E,3,Gausha,Gaultheria shallon,25,45,
Site-100,Closed-Wet,2022-06-22,E,3,Kinore,Kindbergia oregana,0.4,,
Site-100,Closed-Wet,2022-06-22,E,4,Gausha,Gaultheria shallon,40,75,
Site-100,Closed-Wet,2022-06-22,E,4,Kinore,Kindbergia oregana,5,,
Site-100,Closed-Wet,2022-06-22,E,4,Pteaqu,Pteridium aquilinum,5,,
Site-100,Closed-Wet,2022-06-22,E,5,Berner,Berberis nervosa,1,,
Site-100,Closed-Wet,2022-06-22,E,5,Gausha,Gaultheria shallon,35,80,
Site-100,Closed-Wet,2022-06-22,E,5,Kinore,Kindbergia oregana,0.5,,
Site-100,Closed-Wet,2022-06-22,E,5,Polmun,Polystichum munitum,0.5,,
Site-100,Closed-Wet,2022-06-22,N,1,Berner,Berberis nervosa,3,,
Site-100,Closed-Wet,2022-06-22,N,1,Isosto,Isothecium stoloniferum,1,,
Site-100,Closed-Wet,2022-06-22,N,1,Kinore,Kindbergia oregana,2,,
Site-100,Closed-Wet,2022-06-22,N,2,Berner,Berberis nervosa,1,,
Site-100,Closed-Wet,2022-06-22,N,2,Kinore,Kindbergia oregana,2,,
Site-100,Closed-Wet,2022-06-22,N,3,Berner,Berberis nervosa,3,,
Site-100,Closed-Wet,2022-06-22,N,3,Gausha,Gaultheria shallon,2,25,
Site-100,Closed-Wet,2022-06-22,N,3,Kinore,Kindbergia oregana,0.5,,
Site-100,Closed-Wet,2022-06-22,N,4,Berner,Berberis nervosa,2,,
Site-100,Closed-Wet,2022-06-22,N,4,Gausha,Gaultheria shallon,7,40,
Site-100,Closed-Wet,2022-06-22,N,4,Kinore,Kindbergia oregana,15,,
Site-100,Closed-Wet,2022-06-22,N,4,Polmun,Polystichum munitum,0.5,,
Site-100,Closed-Wet,2022-06-22,N,5,Berner,Berberis nervosa,0.5,,
Site-100,Closed-Wet,2022-06-22,N,5,Gausha,Gaultheria shallon,4,30,
Site-100,Closed-Wet,2022-06-22,N,5,Kinore,Kindbergia oregana,5,,
Site-100,Closed-Wet,2022-06-22,N,5,Pteaqu,Pteridium aquilinum,0.5,,
Site-100,Closed-Wet,2022-06-22,N,5,Rosgym,Rosa gynmocarpa,1,,
Site-100,Closed-Wet,2022-06-22,S,1,Berner,Berberis nervosa,5,,
Site-100,Closed-Wet,2022-06-22,S,1,Gausha,Gaultheria shallon,35,55,
Site-100,Closed-Wet,2022-06-22,S,1,Kinore,Kindbergia oregana,1,,
Site-100,Closed-Wet,2022-06-22,S,1,Polmun,Polystichum munitum,0.5,,
Site-100,Closed-Wet,2022-06-22,S,2,Berner,Berberis nervosa,1,,
Site-100,Closed-Wet,2022-06-22,S,2,Gausha,Gaultheria shallon,65,75,
Site-100,Closed-Wet,2022-06-22,S,2,Kinore,Kindbergia oregana,0.5,,
Site-100,Closed-Wet,2022-06-22,S,3,Berner,Berberis nervosa,2,,
Site-100,Closed-Wet,2022-06-22,S,3,Gausha,Gaultheria shallon,55,55,
Site-100,Closed-Wet,2022-06-22,S,3,Kinore,Kindbergia oregana,1,,
Site-100,Closed-Wet,2022-06-22,S,3,Polmun,Polystichum munitum,0.5,,
Site-100,Closed-Wet,2022-06-22,S,4,Berner,Berberis nervosa,2,,
Site-100,Closed-Wet,2022-06-22,S,4,Gausha,Gaultheria shallon,17,85,
Site-100,Closed-Wet,2022-06-22,S,4,Kinore,Kindbergia oregana,10,,
Site-100,Closed-Wet,2022-06-22,S,4,Lyslat,Lysimachia latifolia,0.5,,
Site-100,Closed-Wet,2022-06-22,S,4,Pteaqu,Pteridium aquilinum,6,,
Site-100,Closed-Wet,2022-06-22,S,5,Berner,Berberis nervosa,1,,
Site-100,Closed-Wet,2022-06-22,S,5,Gausha,Gaultheria shallon,15,80,
Site-100,Closed-Wet,2022-06-22,S,5,Kinore,Kindbergia oregana,15,,
Site-100,Closed-Wet,2022-06-22,W,1,Gausha,Gaultheria shallon,12,100,
Site-100,Closed-Wet,2022-06-22,W,1,Kinore,Kindbergia oregana,7,,
Site-100,Closed-Wet,2022-06-22,W,2,Berner,Berberis nervosa,2,,
Site-100,Closed-Wet,2022-06-22,W,2,Dichow,Dicranum howellii,0.5,,
Site-100,Closed-Wet,2022-06-22,W,2,Galapa,Galium aparine,0.5,,
Site-100,Closed-Wet,2022-06-22,W,2,Gausha,Gaultheria shallon,20,100,
Site-100,Closed-Wet,2022-06-22,W,2,Isosto,Isothecium stoloniferum,15,,
Site-100,Closed-Wet,2022-06-22,W,2,Kinore,Kindbergia oregana,10,,
Site-100,Closed-Wet,2022-06-22,W,3,Berner,Berberis nervosa,0.5,,
Site-100,Closed-Wet,2022-06-22,W,3,Gausha,Gaultheria shallon,10,100,
Site-100,Closed-Wet,2022-06-22,W,3,Kinore,Kindbergia oregana,25,,
Site-100,Closed-Wet,2022-06-22,W,3,Lyslat,Lysimachia latifolia,0.5,,
Site-100,Closed-Wet,2022-06-22,W,4,Berner,Berberis nervosa,2,,
Site-100,Closed-Wet,2022-06-22,W,4,Gausha,Gaultheria shallon,45,95,
Site-100,Closed-Wet,2022-06-22,W,4,Kinore,Kindbergia oregana,8,,
Site-100,Closed-Wet,2022-06-22,W,4,Polmun,Polystichum munitum,0.5,,
Site-100,Closed-Wet,2022-06-22,W,5,Berner,Berberis nervosa,0.5,,
Site-100,Closed-Wet,2022-06-22,W,5,Gausha,Gaultheria shallon,35,75,
Site-100,Closed-Wet,2022-06-22,W,5,Kinore,Kindbergia oregana,10,,
Site-100,Closed-Wet,2022-06-22,W,5,Polmun,Polystichum munitum,0.5,,
Site-100,Closed-Wet,2022-06-22,W,5,Pteaqu,Pteridium aquilinum,0.5,,
Site-103,Closed-Wet,2022-06-19,E,1,Berner,Berberis nervosa,3,,
Site-103,Closed-Wet,2022-06-19,E,1,Cormac,Corallorhiza maculata,0.5,,
Site-103,Closed-Wet,2022-06-19,E,1,Gausha,Gaultheria shallon,0.5,40,
Site-103,Closed-Wet,2022-06-19,E,1,Isosto,Isothecium stoloniferum,2,,
Site-103,Closed-Wet,2022-06-19,E,1,Kinore,Kindbergia oregana,50,,
Site-103,Closed-Wet,2022-06-19,E,1,Vacpar,Vaccinium parvifolium,0.5,,
Site-103,Closed-Wet,2022-06-19,E,2,Gausha,Gaultheria shallon,2,25,
Site-103,Closed-Wet,2022-06-19,E,2,Kinore,Kindbergia oregana,30,,
Site-103,Closed-Wet,2022-06-19,E,2,Polmun,Polystichum munitum,0.5,,
Site-103,Closed-Wet,2022-06-19,E,2,Pteaqu,Pteridium aquilinum,0.5,,
Site-103,Closed-Wet,2022-06-19,E,2,Tsuhet,Tsuga heterophylla,20,,
Site-103,Closed-Wet,2022-06-19,E,3,Berner,Berberis nervosa,2,,
Site-103,Closed-Wet,2022-06-19,E,3,Gausha,Gaultheria shallon,20,75,
Site-103,Closed-Wet,2022-06-19,E,3,Kinore,Kindbergia oregana,25,,
Site-103,Closed-Wet,2022-06-19,E,4,Berner,Berberis nervosa,5,,
Site-103,Closed-Wet,2022-06-19,E,4,Gausha,Gaultheria shallon,20,85,
Site-103,Closed-Wet,2022-06-19,E,4,Kinore,Kindbergia oregana,60,,
Site-103,Closed-Wet,2022-06-19,E,5,Berner,Berberis nervosa,15,,
Site-103,Closed-Wet,2022-06-19,E,5,Gausha,Gaultheria shallon,40,120,
Site-103,Closed-Wet,2022-06-19,E,5,Kinore,Kindbergia oregana,10,,
Site-103,Closed-Wet,2022-06-19,N,1,Gausha,Gaultheria shallon,25,50,"Centre of plot is beneath cedar (cedar effect probably occuring - suppressed growth), evidence of minor deer browse on Pteridium aquilinum. Recovering D. fir sapling and W. hemlock"
Site-103,Closed-Wet,2022-06-19,N,1,Kinore,Kindbergia oregana,30,,
Site-103,Closed-Wet,2022-06-19,N,1,Tsuhet,Tsuga heterophylla,0.5,,
Site-103,Closed-Wet,2022-06-19,N,2,Gausha,Gaultheria shallon,2,30,
Site-103,Closed-Wet,2022-06-19,N,2,Isosto,Isothecium stoloniferum,1,,
Site-103,Closed-Wet,2022-06-19,N,2,Kinore,Kindbergia oregana,25,,
Site-103,Closed-Wet,2022-06-19,N,2,Tsuhet,Tsuga heterophylla,0.5,,
Site-103,Closed-Wet,2022-06-19,N,2,Vacpar,Vaccinium parvifolium,0.5,,
Site-103,Closed-Wet,2022-06-19,N,3,Berner,Berberis nervosa,5,,
Site-103,Closed-Wet,2022-06-19,N,3,Gausha,Gaultheria shallon,5,15,
Site-103,Closed-Wet,2022-06-19,N,3,Kinore,Kindbergia oregana,35,,
Site-103,Closed-Wet,2022-06-19,N,4,Gausha,Gaultheria shallon,1,30,
Site-103,Closed-Wet,2022-06-19,N,4,Kinore,Kindbergia oregana,45,,
Site-103,Closed-Wet,2022-06-19,N,5,Berner,Berberis nervosa,5,,
Site-103,Closed-Wet,2022-06-19,N,5,Gausha,Gaultheria shallon,2,50,
Site-103,Closed-Wet,2022-06-19,N,5,Tsuhet,Tsuga heterophylla,10,,
Site-103,Closed-Wet,2022-06-19,S,1,Berner,Berberis nervosa,8,,
Site-103,Closed-Wet,2022-06-19,S,1,Gausha,Gaultheria shallon,0.5,15,
Site-103,Closed-Wet,2022-06-19,S,1,Kinore,Kindbergia oregana,50,,
Site-103,Closed-Wet,2022-06-19,S,2,Berner,Berberis nervosa,3,,
Site-103,Closed-Wet,2022-06-19,S,2,Gausha,Gaultheria shallon,8,40,
Site-103,Closed-Wet,2022-06-19,S,2,Kinore,Kindbergia oregana,40,,
Site-103,Closed-Wet,2022-06-19,S,2,Polmun,Polystichum munitum,15,,
Site-103,Closed-Wet,2022-06-19,S,2,Ruburs,Rubus ursinus,0.5,,
Site-103,Closed-Wet,2022-06-19,S,3,Berner,Berberis nervosa,1,,
Site-103,Closed-Wet,2022-06-19,S,3,Gausha,Gaultheria shallon,25,65,
Site-103,Closed-Wet,2022-06-19,S,3,Kinore,Kindbergia oregana,25,,
Site-103,Closed-Wet,2022-06-19,S,3,Polmun,Polystichum munitum,0.5,,
Site-103,Closed-Wet,2022-06-19,S,3,Ruburs,Rubus ursinus,1,,
Site-103,Closed-Wet,2022-06-19,S,4,Berner,Berberis nervosa,1,,
Site-103,Closed-Wet,2022-06-19,S,4,Gausha,Gaultheria shallon,50,115,
Site-103,Closed-Wet,2022-06-19,S,4,Kinore,Kindbergia oregana,15,,
Site-103,Closed-Wet,2022-06-19,S,4,Polmun,Polystichum munitum,0.5,,
Site-103,Closed-Wet,2022-06-19,S,5,Gausha,Gaultheria shallon,80,125,
Site-103,Closed-Wet,2022-06-19,S,5,Kinore,Kindbergia oregana,5,,
Site-103,Closed-Wet,2022-06-19,S,5,Pteaqu,Pteridium aquilinum,0.5,,
Site-103,Closed-Wet,2022-06-19,S,5,Ruburs,Rubus ursinus,0.5,,
Site-103,Closed-Wet,2022-06-19,W,1,Berner,Berberis nervosa,2,,
Site-103,Closed-Wet,2022-06-19,W,1,Gausha,Gaultheria shallon,5,30,
Site-103,Closed-Wet,2022-06-19,W,1,Kinore,Kindbergia oregana,10,,
Site-103,Closed-Wet,2022-06-19,W,1,Polmun,Polystichum munitum,5,,
Site-103,Closed-Wet,2022-06-19,W,2,Berner,Berberis nervosa,5,,
Site-103,Closed-Wet,2022-06-19,W,2,Gausha,Gaultheria shallon,5,130,
Site-103,Closed-Wet,2022-06-19,W,2,Kinore,Kindbergia oregana,5,,
Site-103,Closed-Wet,2022-06-19,W,2,Polmun,Polystichum munitum,2,,
Site-103,Closed-Wet,2022-06-19,W,3,Gausha,Gaultheria shallon,20,130,
Site-103,Closed-Wet,2022-06-19,W,3,Kinore,Kindbergia oregana,5,,
Site-103,Closed-Wet,2022-06-19,W,3,Polmun,Polystichum munitum,5,,
Site-103,Closed-Wet,2022-06-19,W,3,Psemen,Pseudotsuga menziesii,25,,
Site-103,Closed-Wet,2022-06-19,W,4,Berner,Berberis nervosa,1,,
Site-103,Closed-Wet,2022-06-19,W,4,Gausha,Gaultheria shallon,80,200,
Site-103,Closed-Wet,2022-06-19,W,4,Kinore,Kindbergia oregana,15,,
Site-103,Closed-Wet,2022-06-19,W,4,Polmun,Polystichum munitum,0.5,,
Site-103,Closed-Wet,2022-06-19,W,4,Pteaqu,Pteridium aquilinum,2,,
Site-103,Closed-Wet,2022-06-19,W,5,Gausha,Gaultheria shallon,85,210,
Site-103,Closed-Wet,2022-06-19,W,5,Kinore,Kindbergia oregana,5,,
Site-103,Closed-Wet,2022-06-19,W,5,Kinpra,Kindbergia praelonga,0.5,,
Site-103,Closed-Wet,2022-06-19,W,5,Pteaqu,Pteridium aquilinum,0.5,,
Site-104,Closed-Wet,2022-06-21,E,1,Fessub,Festuca subuliflora,0.5,,
Site-104,Closed-Wet,2022-06-21,E,1,Isosto,Isothecium stoloniferum,0.5,,
Site-104,Closed-Wet,2022-06-21,E,1,Kinore,Kindbergia oregana,70,,
Site-104,Closed-Wet,2022-06-21,E,2,Fessub,Festuca subuliflora,2,,
Site-104,Closed-Wet,2022-06-21,E,2,Kinore,Kindbergia oregana,85,,
Site-104,Closed-Wet,2022-06-21,E,3,Kinore,Kindbergia oregana,70,,
Site-104,Closed-Wet,2022-06-21,E,4,Isosto,Isothecium stoloniferum,3,,
Site-104,Closed-Wet,2022-06-21,E,4,Kinore,Kindbergia oregana,35,,
Site-104,Closed-Wet,2022-06-21,E,5,Kinore,Kindbergia oregana,25,,
Site-104,Closed-Wet,2022-06-21,N,1,Berner,Berberis nervosa,0.5,,
Site-104,Closed-Wet,2022-06-21,N,1,Fessub,Festuca subuliflora,0.5,,
Site-104,Closed-Wet,2022-06-21,N,1,Holdis,Holodiscus discolor,75,,
Site-104,Closed-Wet,2022-06-21,N,1,Kinore,Kindbergia oregana,75,,
Site-104,Closed-Wet,2022-06-21,N,2,Fessub,Festuca subuliflora,0.5,,
Site-104,Closed-Wet,2022-06-21,N,2,Kinore,Kindbergia oregana,70,,
Site-104,Closed-Wet,2022-06-21,N,3,Fessub,Festuca subuliflora,0.5,,
Site-104,Closed-Wet,2022-06-21,N,3,Hypcir,Hypnum circinale,0.5,,
Site-104,Closed-Wet,2022-06-21,N,3,Kinore,Kindbergia oregana,90,,
Site-104,Closed-Wet,2022-06-21,N,4,Cormac,Corallorhiza maculata,0.5,,
Site-104,Closed-Wet,2022-06-21,N,4,Fessub,Festuca subuliflora,0.5,,
Site-104,Closed-Wet,2022-06-21,N,4,Hypcir,Hypnum circinale,0.5,,
Site-104,Closed-Wet,2022-06-21,N,4,Kinore,Kindbergia oregana,25,,
Site-104,Closed-Wet,2022-06-21,N,5,Hypcir,Hypnum circinale,2,,
Site-104,Closed-Wet,2022-06-21,N,5,Isosto,Isothecium stoloniferum,1,,
Site-104,Closed-Wet,2022-06-21,N,5,Kinore,Kindbergia oregana,35,,
Site-104,Closed-Wet,2022-06-21,N,5,Scabol,Scapania bolanderi,0.5,,
Site-104,Closed-Wet,2022-06-21,S,1,Dicfus,Dicranum fuscescens,0.5,,
Site-104,Closed-Wet,2022-06-21,S,1,Dichow,Dicranum howellii,0.5,,
Site-104,Closed-Wet,2022-06-21,S,1,Holdis,Holodiscus discolor,25,,
Site-104,Closed-Wet,2022-06-21,S,1,Isosto,Isothecium stoloniferum,0.5,,
Site-104,Closed-Wet,2022-06-21,S,1,Kinore,Kindbergia oregana,45,,
Site-104,Closed-Wet,2022-06-21,S,1,Leprep,Lepidozia reptans,1,,
Site-104,Closed-Wet,2022-06-21,S,1,Rhigla,Rhizomnium glabrescens,2,,
Site-104,Closed-Wet,2022-06-21,S,1,Scabol,Scapania bolanderi,0.5,,
Site-104,Closed-Wet,2022-06-21,S,2,Holdis,Holodiscus discolor,1,,
Site-104,Closed-Wet,2022-06-21,S,2,Isosto,Isothecium stoloniferum,2,,
Site-104,Closed-Wet,2022-06-21,S,2,Kinore,Kindbergia oregana,75,,
Site-104,Closed-Wet,2022-06-21,S,3,Kinore,Kindbergia oregana,75,,
Site-104,Closed-Wet,2022-06-21,S,4,Isosto,Isothecium stoloniferum,15,,
Site-104,Closed-Wet,2022-06-21,S,4,Kinore,Kindbergia oregana,40,,
Site-104,Closed-Wet,2022-06-21,S,4,Leprep,Lepidozia reptans,0.5,,
Site-104,Closed-Wet,2022-06-21,S,4,Rhigla,Rhizomnium glabrescens,0.5,,
Site-104,Closed-Wet,2022-06-21,S,4,Rhylor,Rhytidiadelphus loreus,3,,
Site-104,Closed-Wet,2022-06-21,S,5,Isosto,Isothecium stoloniferum,4,,
Site-104,Closed-Wet,2022-06-21,S,5,Kinore,Kindbergia oregana,60,,
Site-104,Closed-Wet,2022-06-21,S,5,Rhylor,Rhytidiadelphus loreus,10,,
Site-104,Closed-Wet,2022-06-21,W,1,Dicfus,Dicranum fuscescens,0.5,,
Site-104,Closed-Wet,2022-06-21,W,1,Hypcir,Hypnum circinale,3,,
Site-104,Closed-Wet,2022-06-21,W,1,Isosto,Isothecium stoloniferum,1,,
Site-104,Closed-Wet,2022-06-21,W,1,Kinore,Kindbergia oregana,30,,
Site-104,Closed-Wet,2022-06-21,W,1,Rhigla,Rhizomnium glabrescens,0.5,,
Site-104,Closed-Wet,2022-06-21,W,1,Scabol,Scapania bolanderi,0.5,,
Site-104,Closed-Wet,2022-06-21,W,2,Berner,Berberis nervosa,0.5,,
Site-104,Closed-Wet,2022-06-21,W,2,Gausha,Gaultheria shallon,4,30,
Site-104,Closed-Wet,2022-06-21,W,2,Hypcir,Hypnum circinale,2,,
Site-104,Closed-Wet,2022-06-21,W,2,Isosto,Isothecium stoloniferum,10,,
Site-104,Closed-Wet,2022-06-21,W,2,Kinore,Kindbergia oregana,70,,
Site-104,Closed-Wet,2022-06-21,W,2,Scabol,Scapania bolanderi,3,,
Site-104,Closed-Wet,2022-06-21,W,3,Gausha,Gaultheria shallon,17,55,
Site-104,Closed-Wet,2022-06-21,W,3,Holdis,Holodiscus discolor,1,,
Site-104,Closed-Wet,2022-06-21,W,3,Hypcir,Hypnum circinale,5,,
Site-104,Closed-Wet,2022-06-21,W,3,Isosto,Isothecium stoloniferum,1,,
Site-104,Closed-Wet,2022-06-21,W,3,Kinore,Kindbergia oregana,50,,
Site-104,Closed-Wet,2022-06-21,W,3,Leprep,Lepidozia reptans,8,,
Site-104,Closed-Wet,2022-06-21,W,3,Scabol,Scapania bolanderi,3,,
Site-104,Closed-Wet,2022-06-21,W,4,Dicfus,Dicranum fuscescens,0.5,,
Site-104,Closed-Wet,2022-06-21,W,4,Gausha,Gaultheria shallon,7,45,
Site-104,Closed-Wet,2022-06-21,W,4,Hypcir,Hypnum circinale,2,,
Site-104,Closed-Wet,2022-06-21,W,4,Isosto,Isothecium stoloniferum,1,,
Site-104,Closed-Wet,2022-06-21,W,4,Kinore,Kindbergia oregana,25,,
