"","siteID","longitude","latitude","condition","class","date","quadrant","transect_unit","species_code","species_name","percent_cover","height_cm","notes"
"572","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","S",5,"Kinore","Kindbergia oregana",60,NA,""
"573","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","S",5,"Pteaqu","Pteridium aquilinum",0.5,NA,""
"574","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","S",5,"Rhylor","Rhytidiadelphus loreus",0.5,NA,""
"575","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","S",5,"Rhytri","Rhytidiadelphus triquetrus",1,NA,""
"576","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","S",5,"Scabol","Scapania bolanderi",0.5,NA,""
"577","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Berner","Berberis nervosa",25,NA,""
"578","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Fesocc","Festuca occidentalis",0.5,NA,""
"579","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Galapa","Galium aparine",0.5,NA,""
"580","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Hypcir","Hypnum circinale",1,NA,""
"581","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Isosto","Isothecium stoloniferum",5,NA,""
"582","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Kinore","Kindbergia oregana",50,NA,""
"583","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Lyslat","Lysimachia latifolia",0.5,NA,""
"584","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Scabol","Scapania bolanderi",0.5,NA,""
"585","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",1,"Thupli","Thuja plicata",0.5,NA,""
"586","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Berner","Berberis nervosa",15,NA,""
"587","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Gausha","Gaultheria shallon",5,45,""
"588","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Hypcir","Hypnum circinale",5,NA,""
"589","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Isosto","Isothecium stoloniferum",10,NA,""
"590","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Kinore","Kindbergia oregana",15,NA,""
"591","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Polmun","Polystichum munitum",0.5,NA,""
"592","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Scabol","Scapania bolanderi",0.5,NA,""
"593","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Thupli","Thuja plicata",0.5,NA,""
"594","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",2,"Tsuhet","Tsuga heterophylla",90,NA,""
"595","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",3,"Berner","Berberis nervosa",15,NA,""
"596","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",3,"Gausha","Gaultheria shallon",5,40,""
"597","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",3,"Hypcir","Hypnum circinale",5,NA,""
"598","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",3,"Isosto","Isothecium stoloniferum",10,NA,""
"599","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",3,"Kinore","Kindbergia oregana",35,NA,""
"600","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",3,"Tsuhet","Tsuga heterophylla",80,NA,""
"601","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",3,"Vacpar","Vaccinium parvifolium",1,NA,""
"602","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",4,"Berner","Berberis nervosa",5,NA,""
"603","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",4,"Dicfus","Dicranum fuscescens",0.5,NA,""
"604","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",4,"Gausha","Gaultheria shallon",30,60,""
"605","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",4,"Isosto","Isothecium stoloniferum",1,NA,""
"606","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",4,"Kinore","Kindbergia oregana",20,NA,""
"607","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",4,"Tsuhet","Tsuga heterophylla",30,NA,""
"608","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Berner","Berberis nervosa",20,NA,""
"609","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Dicfus","Dicranum fuscescens",0.5,NA,""
"610","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Fessub","Festuca subuliflora",1,NA,""
"611","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Gausha","Gaultheria shallon",8,75,""
"612","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Hypcir","Hypnum circinale",5,NA,""
"613","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Isosto","Isothecium stoloniferum",5,NA,""
"614","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Kinore","Kindbergia oregana",40,NA,""
"615","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Thupli","Thuja plicata",0.5,NA,""
"616","Site-011",-123.5287308,48.81979161,"Closed-Dry","Closed-Dry","2022-06-19","W",5,"Tsuhet","Tsuga heterophylla",40,NA,""
"617","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Berner","Berberis nervosa",6,NA,""
"618","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Brovul","Bromus vulgaris",2,NA,""
"619","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Fessub","Festuca subuliflora",1,NA,""
"620","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Galapa","Galium aparine",0.5,NA,""
"621","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Gausha","Gaultheria shallon",50,40,""
"622","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Hylspl","Hylocomium splendens",75,NA,""
"623","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Kinore","Kindbergia oregana",0.5,NA,""
"624","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Polmun","Polystichum munitum",3,NA,""
"625","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",1,"Rhytri","Rhytidiadelphus triquetrus",0.5,NA,""
"626","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",2,"Berner","Berberis nervosa",2,NA,""
"627","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",2,"Brovul","Bromus vulgaris",0.5,NA,""
"628","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",2,"Gausha","Gaultheria shallon",40,35,""
"629","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",2,"Hylspl","Hylocomium splendens",75,NA,""
"630","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",2,"Polmun","Polystichum munitum",4,NA,""
"631","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",3,"Berner","Berberis nervosa",3,NA,""
"632","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",3,"Dichow","Dicranum howellii",1,NA,""
"633","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",3,"Fessub","Festuca subuliflora",2,NA,""
"634","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",3,"Gausha","Gaultheria shallon",60,30,""
"635","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",3,"Hylspl","Hylocomium splendens",40,NA,""
"636","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",3,"Kinore","Kindbergia oregana",10,NA,""
"637","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",3,"Rosgym","Rosa gynmocarpa",2,NA,""
"638","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",4,"Brovul","Bromus vulgaris",5,NA,""
"639","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",4,"Gausha","Gaultheria shallon",40,45,""
"640","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",4,"Hylspl","Hylocomium splendens",65,NA,""
"641","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",4,"Kinore","Kindbergia oregana",5,NA,""
"642","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",5,"Berner","Berberis nervosa",1,NA,""
"643","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",5,"Gausha","Gaultheria shallon",40,50,""
"644","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",5,"Hylspl","Hylocomium splendens",30,NA,""
"645","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",5,"Polmun","Polystichum munitum",1,NA,""
"646","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",5,"Rhytri","Rhytidiadelphus triquetrus",0.5,NA,""
"647","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",5,"Rosgym","Rosa gynmocarpa",0.5,NA,""
"648","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","E",5,"Ruburs","Rubus ursinus",5,NA,""
"649","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Berner","Berberis nervosa",2,NA,""
"650","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Brovul","Bromus vulgaris",2,NA,""
"651","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Fessub","Festuca subuliflora",2,NA,""
"652","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Gausha","Gaultheria shallon",1,35,""
"653","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Holdis","Holodiscus discolor",75,NA,""
"654","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Hylspl","Hylocomium splendens",75,NA,""
"655","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Isosto","Isothecium stoloniferum",3,NA,""
"656","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Polmun","Polystichum munitum",5,NA,""
"657","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",1,"Rhytri","Rhytidiadelphus triquetrus",2,NA,""
"658","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",2,"Berner","Berberis nervosa",1,NA,""
"659","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",2,"Brovul","Bromus vulgaris",1,NA,""
"660","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",2,"Gausha","Gaultheria shallon",5,30,""
"661","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",2,"Holdis","Holodiscus discolor",30,NA,""
"662","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",2,"Hylspl","Hylocomium splendens",20,NA,""
"663","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",2,"Kinore","Kindbergia oregana",20,NA,""
"664","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",2,"Polmun","Polystichum munitum",1,NA,""
"665","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",2,"Rhytri","Rhytidiadelphus triquetrus",20,NA,""
"666","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",3,"Gausha","Gaultheria shallon",55,60,""
"667","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",3,"Hylspl","Hylocomium splendens",10,NA,""
"668","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",3,"Kinore","Kindbergia oregana",30,NA,""
"669","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",3,"Polmun","Polystichum munitum",0.5,NA,""
"670","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",3,"Rhytri","Rhytidiadelphus triquetrus",0.5,NA,""
"671","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",4,"Gausha","Gaultheria shallon",40,70,""
"672","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",4,"Hylspl","Hylocomium splendens",5,NA,""
"673","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",4,"Kinore","Kindbergia oregana",10,NA,""
"674","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",4,"Polmun","Polystichum munitum",15,NA,""
"675","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",5,"Gausha","Gaultheria shallon",50,75,""
"676","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",5,"Hylspl","Hylocomium splendens",15,NA,""
"677","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",5,"Hypcir","Hypnum circinale",5,NA,""
"678","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","N",5,"Polmun","Polystichum munitum",3,NA,""
"679","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",1,"Berner","Berberis nervosa",1,NA,""
"680","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",1,"Galapa","Galium aparine",0.5,NA,""
"681","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",1,"Gausha","Gaultheria shallon",2,30,""
"682","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",1,"Hylspl","Hylocomium splendens",15,NA,""
"683","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",1,"Kinore","Kindbergia oregana",25,NA,""
"684","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",1,"Polmun","Polystichum munitum",2,NA,""
"685","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",1,"Rhytri","Rhytidiadelphus triquetrus",2,NA,""
"686","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",1,"Rosgym","Rosa gynmocarpa",0.5,NA,""
"687","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",2,"Adebic","Adenocaulon bicolor",1,NA,""
"688","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",2,"Berner","Berberis nervosa",1,NA,""
"689","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",2,"Brovul","Bromus vulgaris",3,NA,""
"690","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",2,"Fessub","Festuca subuliflora",0.5,NA,""
"691","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",2,"Hylspl","Hylocomium splendens",65,NA,""
"692","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",2,"Kinore","Kindbergia oregana",5,NA,""
"693","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",3,"Brovul","Bromus vulgaris",1,NA,""
"694","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",3,"Galapa","Galium aparine",0.5,NA,""
"695","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",3,"Gausha","Gaultheria shallon",7,35,""
"696","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",3,"Hylspl","Hylocomium splendens",12,NA,""
"697","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",3,"Kinore","Kindbergia oregana",25,NA,""
"698","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",4,"Fessub","Festuca subuliflora",2,NA,""
"699","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",4,"Gausha","Gaultheria shallon",35,50,""
"700","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",4,"Hylspl","Hylocomium splendens",40,NA,""
"701","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",4,"Isosto","Isothecium stoloniferum",5,NA,""
"702","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",4,"Kinore","Kindbergia oregana",2,NA,""
"703","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",5,"Berner","Berberis nervosa",0.5,NA,""
"704","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",5,"Brovul","Bromus vulgaris",3,NA,""
"705","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",5,"Fessub","Festuca subuliflora",1,NA,""
"706","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",5,"Gausha","Gaultheria shallon",2,20,""
"707","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",5,"Holdis","Holodiscus discolor",5,NA,""
"708","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",5,"Hylspl","Hylocomium splendens",35,NA,""
"709","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",5,"Isosto","Isothecium stoloniferum",2,NA,""
"710","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","S",5,"Rhytri","Rhytidiadelphus triquetrus",3,NA,""
"711","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Brovul","Bromus vulgaris",7,NA,""
"712","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Fessub","Festuca subuliflora",1,NA,""
"713","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Galapa","Galium aparine",1,NA,""
"714","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Gausha","Gaultheria shallon",2,20,""
"715","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Holdis","Holodiscus discolor",50,NA,""
"716","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Hylspl","Hylocomium splendens",5,NA,""
"717","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Kinore","Kindbergia oregana",70,NA,""
"718","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Ruburs","Rubus ursinus",0.5,NA,""
"719","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",1,"Scabol","Scapania bolanderi",1,NA,""
"720","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Adebic","Adenocaulon bicolor",5,NA,""
"721","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Brovul","Bromus vulgaris",5,NA,""
"722","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Galtri","Galium triflorum",0.5,NA,""
"723","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Gausha","Gaultheria shallon",5,30,""
"724","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Hylspl","Hylocomium splendens",55,NA,""
"725","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Kinore","Kindbergia oregana",1,NA,""
"726","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Rhylor","Rhytidiadelphus loreus",2,NA,""
"727","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Rhytri","Rhytidiadelphus triquetrus",3,NA,""
"728","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",2,"Rosgym","Rosa gynmocarpa",0.5,NA,""
"729","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",3,"Brovul","Bromus vulgaris",3,NA,""
"730","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",3,"Galtri","Galium triflorum",2,NA,""
"731","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",3,"Gausha","Gaultheria shallon",50,60,""
"732","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",3,"Holdis","Holodiscus discolor",1,NA,""
"733","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",3,"Hylspl","Hylocomium splendens",5,NA,""
"734","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",3,"Kinore","Kindbergia oregana",65,NA,""
"735","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",3,"Polmun","Polystichum munitum",0.5,NA,""
"736","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",3,"Rhytri","Rhytidiadelphus triquetrus",2,NA,""
"737","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",4,"Brovul","Bromus vulgaris",2,NA,""
"738","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",4,"Fessub","Festuca subuliflora",2,NA,""
"739","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",4,"Gausha","Gaultheria shallon",35,40,""
"740","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",4,"Kinore","Kindbergia oregana",30,NA,""
"741","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",4,"Polmun","Polystichum munitum",5,NA,""
"742","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",4,"Rhytri","Rhytidiadelphus triquetrus",15,NA,""
"743","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",5,"Brovul","Bromus vulgaris",2,NA,""
"744","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",5,"Gausha","Gaultheria shallon",5,30,""
"745","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",5,"Holdis","Holodiscus discolor",5,NA,""
"746","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",5,"Hylspl","Hylocomium splendens",30,NA,""
"747","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",5,"Kinore","Kindbergia oregana",10,NA,""
"748","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",5,"Polmun","Polystichum munitum",0.5,NA,""
"749","Site-012",-123.5373898,48.81916855,"Closed-Dry","Closed-Dry","2022-06-23","W",5,"Rhytri","Rhytidiadelphus triquetrus",0.5,NA,""
"750","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",1,"Kinore","Kindbergia oregana",0.5,NA,""
"751","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",1,"Pseele","Pseudotaxiphyllum elegans",0.5,NA,""
"752","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",2,"Gausha","Gaultheria shallon",1,5,""
"753","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",2,"Kinore","Kindbergia oregana",20,NA,""
"754","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",3,"Berner","Berberis nervosa",0.5,NA,""
"755","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",3,"Gausha","Gaultheria shallon",8,50,""
"756","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",3,"Isosto","Isothecium stoloniferum",1,NA,""
"757","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",3,"Kinore","Kindbergia oregana",75,NA,""
"758","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",4,"Berner","Berberis nervosa",3,NA,""
"759","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",4,"Gausha","Gaultheria shallon",15,65,""
"760","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",4,"Hylspl","Hylocomium splendens",15,NA,""
"761","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",4,"Isosto","Isothecium stoloniferum",1,NA,""
"762","Site-014",-123.5212066,48.81516169,"Closed-Dry","Closed-Dry","2022-06-20","E",4,"Kinore","Kindbergia oregana",30,NA,""
